1h, 0.1, 0.01, -0.03990558843092906, -0.34428232394573155
1h, 0.1, 0.02, -0.07510514757439979, -0.5475199236732085
1h, 0.1, 0.03, -0.09644805455205108, -0.65542547688835
1h, 0.1, 0.04, -0.1230154464967157, -0.7326235078113184
1h, 0.1, 0.05, -0.12592112192220284, -0.7690843164527094
1h, 0.1, 0.060000000000000005, -0.12287017517103616, -0.7927386656310815
1h, 0.1, 0.06999999999999999, -0.11840191213228723, -0.8066790885755305
1h, 0.1, 0.08, -0.11643886765685496, -0.8164129359664065
1h, 0.1, 0.09, -0.11567853204625833, -0.8234183762793892
1h, 0.1, 0.09999999999999999, -0.11352161103396596, -0.8272421996687614
1h, 0.1, 0.11, -0.11297803160471442, -0.8296249708270096
1h, 0.1, 0.12, -0.11539173001365355, -0.8320189248379904
1h, 0.1, 0.13, -0.11541444759681663, -0.833398494895238
1h, 0.1, 0.14, -0.11305589542111694, -0.8344335410515509
1h, 0.1, 0.15000000000000002, -0.11106035529340952, -0.8351265328404115
1h, 0.1, 0.16, -0.10746717020694241, -0.8346048342237902
1h, 0.1, 0.17, -0.10228884117304815, -0.8335732251242409
1h, 0.1, 0.18000000000000002, -0.09706932504641963, -0.8323655691351677
1h, 0.1, 0.19, -0.09227760493304471, -0.8317246628991326
1h, 0.2, 0.01, -0.03395510281831848, -0.317667076894911
1h, 0.2, 0.02, -0.06064507793697771, -0.5065586393798578
1h, 0.2, 0.03, -0.07391640589331872, -0.6077320312256176
1h, 0.2, 0.04, -0.09473834407968551, -0.684539495473826
1h, 0.2, 0.05, -0.10021151026814168, -0.7294931093267447
1h, 0.2, 0.060000000000000005, -0.101219544832852, -0.7597854976809004
1h, 0.2, 0.06999999999999999, -0.0985009480081942, -0.7750527101678713
1h, 0.2, 0.08, -0.09804824432547721, -0.786200519358583
1h, 0.2, 0.09, -0.10001612141002347, -0.795168439731549
1h, 0.2, 0.09999999999999999, -0.0986258581329772, -0.8011045741186025
1h, 0.2, 0.11, -0.09765745445266827, -0.8071775680824295
1h, 0.2, 0.12, -0.09807313336816381, -0.811891303951496
1h, 0.2, 0.13, -0.09745842920737469, -0.8147073081106848
1h, 0.2, 0.14, -0.09579939805753124, -0.8162173595585174
1h, 0.2, 0.15000000000000002, -0.09395262470387633, -0.8171728651886672
1h, 0.2, 0.16, -0.09085613397614511, -0.8169580348413137
1h, 0.2, 0.17, -0.08654069484293025, -0.8162293218223581
1h, 0.2, 0.18000000000000002, -0.08196716167158247, -0.8150537778147939
1h, 0.2, 0.19, -0.07776941451070085, -0.8144107914172354
1h, 0.30000000000000004, 0.01, -0.023760731757411446, -0.2569751338570301
1h, 0.30000000000000004, 0.02, -0.041606037573154175, -0.42001612596703186
1h, 0.30000000000000004, 0.03, -0.04778314871496647, -0.5111793558239459
1h, 0.30000000000000004, 0.04, -0.06625286025573984, -0.5996019261604264
1h, 0.30000000000000004, 0.05, -0.07411940338691969, -0.6558750328862251
1h, 0.30000000000000004, 0.060000000000000005, -0.07767512735983151, -0.6937412705870518
1h, 0.30000000000000004, 0.06999999999999999, -0.07682475443595527, -0.7134966856859966
1h, 0.30000000000000004, 0.08, -0.07756597768450513, -0.7282780063440655
1h, 0.30000000000000004, 0.09, -0.08051719164107507, -0.7405565493368114
1h, 0.30000000000000004, 0.09999999999999999, -0.08204101065493186, -0.7476014394678592
1h, 0.30000000000000004, 0.11, -0.08286296185458264, -0.7512216667720814
1h, 0.30000000000000004, 0.12, -0.08406628699891971, -0.7531793595088307
1h, 0.30000000000000004, 0.13, -0.08450994784020183, -0.754134366457449
1h, 0.30000000000000004, 0.14, -0.08387112645800188, -0.7541210095553026
1h, 0.30000000000000004, 0.15000000000000002, -0.0826879994166343, -0.753659703803725
1h, 0.30000000000000004, 0.16, -0.08057464436291906, -0.7527434233493618
1h, 0.30000000000000004, 0.17, -0.07739397073746979, -0.751585741638177
1h, 0.30000000000000004, 0.18000000000000002, -0.07350983024533142, -0.7501173431568127
1h, 0.30000000000000004, 0.19, -0.06995269357271405, -0.749281869153922
1h, 0.4, 0.01, 0.013434699900822134, -0.15410376743357412
1h, 0.4, 0.02, 0.031169142313687948, -0.2591556342187644
1h, 0.4, 0.03, 0.05048757767587486, -0.32605768026184057
1h, 0.4, 0.04, 0.050433506038975784, -0.396324735848574
1h, 0.4, 0.05, 0.05482411003113352, -0.44760892757474935
1h, 0.4, 0.060000000000000005, 0.058144717251297884, -0.4855291341331581
1h, 0.4, 0.06999999999999999, 0.058727465610247886, -0.5129003548585616
1h, 0.4, 0.08, 0.05679316404569357, -0.5319305357313373
1h, 0.4, 0.09, 0.05353471857276104, -0.5468664219167534
1h, 0.4, 0.09999999999999999, 0.05263537703934995, -0.5540309582989036
1h, 0.4, 0.11, 0.05168365768372718, -0.5620672979652654
1h, 0.4, 0.12, 0.0498705680865168, -0.570218361711168
1h, 0.4, 0.13, 0.04831328173200755, -0.5754015323599657
1h, 0.4, 0.14, 0.0474922202960022, -0.5791206171884085
1h, 0.4, 0.15000000000000002, 0.04736947864156771, -0.5822148988234559
1h, 0.4, 0.16, 0.04859866962949799, -0.5839997051538435
1h, 0.4, 0.17, 0.0512011017909173, -0.5845635211699309
1h, 0.4, 0.18000000000000002, 0.05422189309915204, -0.5844179846537594
1h, 0.4, 0.19, 0.05689177079113561, -0.5850534710831703
1h, 0.5, 0.01, 0.023476315606755893, -0.10939856657436209
1h, 0.5, 0.02, 0.054010588588271125, -0.1787060164051658
1h, 0.5, 0.03, 0.08292135087973529, -0.2279279627783355
1h, 0.5, 0.04, 0.09011045735626322, -0.2725656042995015
1h, 0.5, 0.05, 0.09988053220218807, -0.3125268772384119
1h, 0.5, 0.060000000000000005, 0.10521557363583289, -0.349390201645856
1h, 0.5, 0.06999999999999999, 0.10516031550344218, -0.3745115513681946
1h, 0.5, 0.08, 0.10446584902553191, -0.3906399741634651
1h, 0.5, 0.09, 0.1028993382858363, -0.4026122736281098
1h, 0.5, 0.09999999999999999, 0.10331878322948884, -0.4118384086051764
1h, 0.5, 0.11, 0.10294351007417069, -0.41879536594205446
1h, 0.5, 0.12, 0.10210673365610279, -0.4227758379588791
1h, 0.5, 0.13, 0.10115819749547339, -0.42420805480633106
1h, 0.5, 0.14, 0.10031518827536967, -0.4266296113471645
1h, 0.5, 0.15000000000000002, 0.10082521151612789, -0.4289443751929993
1h, 0.5, 0.16, 0.102933079852912, -0.43035212206374385
1h, 0.5, 0.17, 0.10595126921715092, -0.4315433280941823
1h, 0.5, 0.18000000000000002, 0.10930634892620383, -0.4315876198344286
1h, 0.5, 0.19, 0.11224644262098038, -0.4316319115746766
1h, 0.6, 0.01, 0.023738321119382233, -0.10754357964426575
1h, 0.6, 0.02, 0.05475864187630619, -0.17307619382260242
1h, 0.6, 0.03, 0.08181640521216083, -0.20301339064613333
1h, 0.6, 0.04, 0.08436520854714469, -0.22899497810936775
1h, 0.6, 0.05, 0.09144034235147669, -0.25946470475247574
1h, 0.6, 0.060000000000000005, 0.09631247421660993, -0.2815646916314587
1h, 0.6, 0.06999999999999999, 0.09769108478967525, -0.2996006316926211
1h, 0.6, 0.08, 0.0974740075984224, -0.31235869841954855
1h, 0.6, 0.09, 0.09668456634914957, -0.320846037279122
1h, 0.6, 0.09999999999999999, 0.09926233373475757, -0.3255916000978376
1h, 0.6, 0.11, 0.10127057486269431, -0.32980728337406795
1h, 0.6, 0.12, 0.10312711030112776, -0.3326405375425924
1h, 0.6, 0.13, 0.10479292352976644, -0.33470585880923076
1h, 0.6, 0.14, 0.10695487043195806, -0.3359845779940982
1h, 0.6, 0.15000000000000002, 0.10936468530168142, -0.33760786904501017
1h, 0.6, 0.16, 0.11319830570517353, -0.3392303366581144
1h, 0.6, 0.17, 0.11799133938273654, -0.34082315514652484
1h, 0.6, 0.18000000000000002, 0.12250578153542202, -0.3410127201106522
1h, 0.6, 0.19, 0.12654929620659683, -0.3412022850747798
1h, 0.7000000000000001, 0.01, 0.029143947253160052, -0.0998948730812933
1h, 0.7000000000000001, 0.02, 0.06563871000807531, -0.15955951046119743
1h, 0.7000000000000001, 0.03, 0.09967485866662051, -0.1867327061023908
1h, 0.7000000000000001, 0.04, 0.11058129992382715, -0.20533798345136978
1h, 0.7000000000000001, 0.05, 0.12230766599364662, -0.22008043759097173
1h, 0.7000000000000001, 0.060000000000000005, 0.13205300475849202, -0.22969844864777067
1h, 0.7000000000000001, 0.06999999999999999, 0.13635048066727418, -0.2386014366723781
1h, 0.7000000000000001, 0.08, 0.1376051275820076, -0.24517535985502992
1h, 0.7000000000000001, 0.09, 0.13778214326692373, -0.25094935345667424
1h, 0.7000000000000001, 0.09999999999999999, 0.14022265115071653, -0.2572345952878411
1h, 0.7000000000000001, 0.11, 0.14331702330368268, -0.2619403665677712
1h, 0.7000000000000001, 0.12, 0.14591220956195938, -0.26436852982844306
1h, 0.7000000000000001, 0.13, 0.14831947643351517, -0.2657003318556743
1h, 0.7000000000000001, 0.14, 0.15146178442990954, -0.2665603288562287
1h, 0.7000000000000001, 0.15000000000000002, 0.15471883924888608, -0.2673390489631504
1h, 0.7000000000000001, 0.16, 0.15894616067537903, -0.26811735559954697
1h, 0.7000000000000001, 0.17, 0.16365227770515944, -0.2688952487654189
1h, 0.7000000000000001, 0.18000000000000002, 0.1675576357762827, -0.2696727284607663
1h, 0.7000000000000001, 0.19, 0.17110100169290932, -0.27030542807554137
1h, 0.8, 0.01, 0.021610408741859377, -0.09287995942080396
1h, 0.8, 0.02, 0.048300838857306294, -0.1488668515746543
1h, 0.8, 0.03, 0.07215869521990137, -0.17430710640518954
1h, 0.8, 0.04, 0.07438399444333799, -0.193768399075113
1h, 0.8, 0.05, 0.0793901468489977, -0.2079889289661664
1h, 0.8, 0.060000000000000005, 0.08152032573490797, -0.2188826365506069
1h, 0.8, 0.06999999999999999, 0.08038804361745244, -0.22853307312036353
1h, 0.8, 0.08, 0.07824632834250145, -0.2349523801489457
1h, 0.8, 0.09, 0.07599294655364153, -0.2403445140242525
1h, 0.8, 0.09999999999999999, 0.07621627901615713, -0.24599914378519627
1h, 0.8, 0.11, 0.07745094082328596, -0.2501963559604493
1h, 0.8, 0.12, 0.07869207626247343, -0.2532290556166199
1h, 0.8, 0.13, 0.07988459869645559, -0.25517792097597247
1h, 0.8, 0.14, 0.08211043646637584, -0.25649210874707384
1h, 0.8, 0.15000000000000002, 0.08461181833212073, -0.25771445814398775
1h, 0.8, 0.16, 0.08768481354880575, -0.258935824408012
1h, 0.8, 0.17, 0.09138413406965484, -0.26015620753914603
1h, 0.8, 0.18000000000000002, 0.09452889298083145, -0.26137560753738887
1h, 0.8, 0.19, 0.09716804147625857, -0.26240744766648694
1h, 0.9, 0.01, 0.014495678900979359, -0.0866537968705402
1h, 0.9, 0.02, 0.033984758592827014, -0.13866779871263002
1h, 0.9, 0.03, 0.05318808644518147, -0.1630821501966474
1h, 0.9, 0.04, 0.05382256425675447, -0.17990987602781594
1h, 0.9, 0.05, 0.05752530879421336, -0.1935040466267195
1h, 0.9, 0.060000000000000005, 0.05909250083847484, -0.20460853767781573
1h, 0.9, 0.06999999999999999, 0.0570828941371746, -0.2165212769460204
1h, 0.9, 0.08, 0.05561643001088101, -0.22086630557051323
1h, 0.9, 0.09, 0.055176337677725895, -0.22212793383745733
1h, 0.9, 0.09999999999999999, 0.05674897354000841, -0.22025488442738306
1h, 0.9, 0.11, 0.058870956847080436, -0.21840158617376149
1h, 0.9, 0.12, 0.06123377551632769, -0.21918007947646223
1h, 0.9, 0.13, 0.06356742137062965, -0.21937578821719328
1h, 0.9, 0.14, 0.06633744962456833, -0.21952703173567378
1h, 0.9, 0.15000000000000002, 0.06833574112569551, -0.21967827525415362
1h, 0.9, 0.16, 0.07086570620220511, -0.21982951877263424
1h, 0.9, 0.17, 0.07368592871277158, -0.21998076229111496
1h, 0.9, 0.18000000000000002, 0.07617027581628788, -0.22013200580959535
1h, 0.9, 0.19, 0.07817534692640637, -0.2202832493280753
2h, 0.1, 0.01, -0.006633923866994684, -0.2628149448494286
2h, 0.1, 0.02, -0.00889630242302486, -0.4222544217380324
2h, 0.1, 0.03, -0.003880508325824872, -0.5223807660155411
2h, 0.1, 0.04, -0.014284977626502715, -0.6107891721299898
2h, 0.1, 0.05, -0.01778905574143097, -0.6642322345323705
2h, 0.1, 0.060000000000000005, -0.018409693364896618, -0.6975873119415891
2h, 0.1, 0.06999999999999999, -0.021026667900591822, -0.7195205659031683
2h, 0.1, 0.08, -0.02797371139422955, -0.7369087626700999
2h, 0.1, 0.09, -0.036916652202845124, -0.7510788388377301
2h, 0.1, 0.09999999999999999, -0.04280197087385851, -0.7587912114324009
2h, 0.1, 0.11, -0.04808711047882097, -0.7635156051011444
2h, 0.1, 0.12, -0.05337065170656574, -0.767009064710858
2h, 0.1, 0.13, -0.05496527721328848, -0.7693823564964197
2h, 0.1, 0.14, -0.054116141609270474, -0.7701280418613698
2h, 0.1, 0.15000000000000002, -0.05231219847535984, -0.7695859484549294
2h, 0.1, 0.16, -0.04917766362483178, -0.7684924137472798
2h, 0.1, 0.17, -0.04405482085104917, -0.7673207709465042
2h, 0.1, 0.18000000000000002, -0.03821654004285546, -0.7657880266867716
2h, 0.1, 0.19, -0.03347266142097649, -0.765322636899355
2h, 0.2, 0.01, 0.013289021372584031, -0.22690382565176204
2h, 0.2, 0.02, 0.03064523708850264, -0.3701550083123575
2h, 0.2, 0.03, 0.05097468283435869, -0.46388673570786965
2h, 0.2, 0.04, 0.05219361232676545, -0.5516520991873683
2h, 0.2, 0.05, 0.05872114344799928, -0.6041829805269074
2h, 0.2, 0.060000000000000005, 0.06911663779203958, -0.6328730724809315
2h, 0.2, 0.06999999999999999, 0.07627904419089426, -0.6522495247910497
2h, 0.2, 0.08, 0.07509556518887206, -0.6718981183172574
2h, 0.2, 0.09, 0.07120010104439611, -0.6946330357327073
2h, 0.2, 0.09999999999999999, 0.07153388696255325, -0.7084871843746534
2h, 0.2, 0.11, 0.0721329450303636, -0.7176630148229215
2h, 0.2, 0.12, 0.07287346939195682, -0.7246208531298968
2h, 0.2, 0.13, 0.07453076823166227, -0.7281714154825416
2h, 0.2, 0.14, 0.0769907921439763, -0.7298637413270808
2h, 0.2, 0.15000000000000002, 0.08080396451335825, -0.7302641957819631
2h, 0.2, 0.16, 0.08527608190754932, -0.729882018057848
2h, 0.2, 0.17, 0.09187365981704376, -0.7291627047444934
2h, 0.2, 0.18000000000000002, 0.09980916514833194, -0.7269073568306148
2h, 0.2, 0.19, 0.10625589646012346, -0.7255521897391899
2h, 0.30000000000000004, 0.01, 0.018313760832902926, -0.18340205737795878
2h, 0.30000000000000004, 0.02, 0.03847215212442223, -0.3069406827523351
2h, 0.30000000000000004, 0.03, 0.0617481771857864, -0.384676574983674
2h, 0.30000000000000004, 0.04, 0.06609119643334771, -0.46106682509323627
2h, 0.30000000000000004, 0.05, 0.07249890687427363, -0.5089031219424456
