1h, 0.1, 0.01, 0.009064328451147796, -0.17339674229032898
1h, 0.1, 0.02, 0.0004999091336921335, -0.33141558763705226
1h, 0.1, 0.03, -0.06987805342007902, -0.48509780316159845
1h, 0.1, 0.04, -0.1346643792427097, -0.56434889077575
1h, 0.1, 0.05, -0.12726091057004896, -0.5869318862035884
1h, 0.1, 0.060000000000000005, -0.10090529879919741, -0.5888008525267143
1h, 0.1, 0.06999999999999999, -0.06812484786989204, -0.5879963412887099
1h, 0.1, 0.08, -0.044141807322944926, -0.5834884723878033
1h, 0.1, 0.09, -0.03331657386993159, -0.5826354057183085
1h, 0.1, 0.09999999999999999, -0.022795044055502256, -0.5833491563034752
1h, 0.1, 0.11, -0.017298886058160656, -0.5844175079508305
1h, 0.1, 0.12, -0.017429679137471288, -0.5859602123332799
1h, 0.1, 0.13, -0.01639029022094629, -0.5867118369114285
1h, 0.1, 0.14, -0.01804629694514004, -0.5874644674797627
1h, 0.1, 0.15000000000000002, -0.019138405576039297, -0.5877423500221076
1h, 0.1, 0.16, -0.018979343070366306, -0.5876715129619914
1h, 0.1, 0.17, -0.01874759633597911, -0.5876715129619909
1h, 0.1, 0.18000000000000002, -0.01874759633597911, -0.5876715129619909
1h, 0.1, 0.19, -0.01874759633597911, -0.5876715129619909
1h, 0.2, 0.01, 0.0485401089241293, -0.12171696316362401
1h, 0.2, 0.02, 0.08838719085859714, -0.23227653528168857
1h, 0.2, 0.03, 0.055661652069981304, -0.3622712828288348
1h, 0.2, 0.04, 0.005585260990221608, -0.45328851468938325
1h, 0.2, 0.05, -0.005021293597176957, -0.4930242419770132
1h, 0.2, 0.060000000000000005, 0.008041567779212055, -0.5067468272144304
1h, 0.2, 0.06999999999999999, 0.03403691465899317, -0.5153091809882357
1h, 0.2, 0.08, 0.05177442116187536, -0.5187748651144937
1h, 0.2, 0.09, 0.05912758452711442, -0.5235987028382119
1h, 0.2, 0.09999999999999999, 0.06820794829994936, -0.5265429956386047
1h, 0.2, 0.11, 0.07244496558634728, -0.5289696436639599
1h, 0.2, 0.12, 0.07184717202055602, -0.5315331683563786
1h, 0.2, 0.13, 0.07252719512312433, -0.5332056698017316
1h, 0.2, 0.14, 0.07075486591594204, -0.5348771374546275
1h, 0.2, 0.15000000000000002, 0.07033023897065305, -0.5358048066466532
1h, 0.2, 0.16, 0.07203408144830292, -0.5358573071280506
1h, 0.2, 0.17, 0.07222601520048011, -0.535857307128051
1h, 0.2, 0.18000000000000002, 0.07222601520048011, -0.535857307128051
1h, 0.2, 0.19, 0.07222601520048011, -0.535857307128051
1h, 0.30000000000000004, 0.01, 0.03950576939118444, -0.09353743414464488
1h, 0.30000000000000004, 0.02, 0.07592165641883697, -0.18170624610226893
1h, 0.30000000000000004, 0.03, 0.05255384096841076, -0.2854221203259265
1h, 0.30000000000000004, 0.04, -0.0025378976274685883, -0.3850822508754671
1h, 0.30000000000000004, 0.05, -0.016323967242134474, -0.4321881484460517
1h, 0.30000000000000004, 0.060000000000000005, -0.007932202144545153, -0.45284478067435896
1h, 0.30000000000000004, 0.06999999999999999, 0.010693491877824535, -0.46430882724474754
1h, 0.30000000000000004, 0.08, 0.02332116538564688, -0.4698016721100947
1h, 0.30000000000000004, 0.09, 0.029198875720862327, -0.4749966554101449
1h, 0.30000000000000004, 0.09999999999999999, 0.03315085732158418, -0.4808858965845788
1h, 0.30000000000000004, 0.11, 0.034308820025073405, -0.48555695009497246
1h, 0.30000000000000004, 0.12, 0.03238390220733822, -0.4896751116299132
1h, 0.30000000000000004, 0.13, 0.03225128754388029, -0.49238723118704886
1h, 0.30000000000000004, 0.14, 0.030220094639897832, -0.495094309084108
1h, 0.30000000000000004, 0.15000000000000002, 0.029188271300394142, -0.49676662692039153
1h, 0.30000000000000004, 0.16, 0.0300896879882806, -0.49696684580911654
1h, 0.30000000000000004, 0.17, 0.030215206575081144, -0.49696684580911665
1h, 0.30000000000000004, 0.18000000000000002, 0.030215206575081144, -0.49696684580911665
1h, 0.30000000000000004, 0.19, 0.030215206575081144, -0.49696684580911665
1h, 0.4, 0.01, 0.08312682009441708, -0.061275749496049525
1h, 0.4, 0.02, 0.17517105347571071, -0.12103638937628702
