1h, 0.5, 0.05, 1, 3, 0.2250026538545591, -0.20058499951845277
1h, 0.5, 0.05, 1, 5, -0.034134757249335346, -0.3453903008911864
1h, 0.5, 0.05, 1, 10, 0.027682133863892178, -0.4176017414764146
1h, 0.5, 0.05, 1, 20, -0.19079470819931732, -0.3812206455709315
1h, 0.5, 0.05, 1, 30, -0.138704323379099, -0.3992481274411007
1h, 0.5, 0.05, 5, 3, 0.09005344032981721, -0.10134980230847512
1h, 0.5, 0.05, 5, 5, -0.053516390767555766, -0.16621239494726658
1h, 0.5, 0.05, 5, 10, -0.0761913250014139, -0.17465184609865914
1h, 0.5, 0.05, 5, 20, -0.09763681321707163, -0.21779298696912852
1h, 0.5, 0.05, 5, 30, -0.07045173465689591, -0.21125694868664224
1h, 0.5, 0.05, 10, 3, 0.12621814771149564, -0.07030314928831716
1h, 0.5, 0.05, 10, 5, -0.0062628664608707085, -0.13481928971614365
1h, 0.5, 0.05, 10, 10, -0.09361742163607112, -0.16314100398354314
1h, 0.5, 0.05, 10, 20, -0.08038621333196039, -0.17594564984350247
1h, 0.5, 0.05, 10, 30, -0.11212012741860788, -0.21137634315971165
1h, 0.5, 0.05, 20, 3, 0.004356511476399261, -0.0882132803062512
1h, 0.5, 0.05, 20, 5, -0.08513203547381387, -0.14036939807855087
1h, 0.5, 0.05, 20, 10, -0.0690541646124243, -0.10437862409084198
1h, 0.5, 0.05, 20, 20, -0.09875951654155424, -0.12331812578934731
1h, 0.5, 0.05, 20, 30, -0.15706367204438776, -0.18491031147824954
1h, 0.5, 0.05, 30, 3, -0.0662328129516978, -0.13134558929708284
1h, 0.5, 0.05, 30, 5, -0.10715397796521597, -0.15674336919697007
1h, 0.5, 0.05, 30, 10, -0.13050965933278091, -0.14929891679324636
1h, 0.5, 0.05, 30, 20, -0.11058247897874052, -0.15408044475384142
1h, 0.5, 0.05, 30, 30, -0.16104240664830838, -0.208520102525372
1h, 0.5, 0.2, 1, 3, 0.6692831480516157, -0.3261419828780039
1h, 0.5, 0.2, 1, 5, 0.14763732958221576, -0.5726284088272229
1h, 0.5, 0.2, 1, 10, -0.0331275937551303, -0.6968593345136165
1h, 0.5, 0.2, 1, 20, -0.36129175256859525, -0.674298864817507
1h, 0.5, 0.2, 1, 30, -0.1488121976117721, -0.6728616560609813
1h, 0.5, 0.2, 5, 3, 0.4127004588880663, -0.20626282649463112
1h, 0.5, 0.2, 5, 5, 0.025402033833266335, -0.27913730288047334
1h, 0.5, 0.2, 5, 10, -0.13670686769903218, -0.3197221750688991
1h, 0.5, 0.2, 5, 20, -0.1455505451512049, -0.36482111070956513
1h, 0.5, 0.2, 5, 30, -0.14168219278092564, -0.32999053629241837
1h, 0.5, 0.2, 10, 3, 0.2631167999243369, -0.1682633159119057
1h, 0.5, 0.2, 10, 5, -0.033042935481734315, -0.28006893372801933
1h, 0.5, 0.2, 10, 10, -0.2556822261993291, -0.3059866408307236
1h, 0.5, 0.2, 10, 20, -0.19019834694144022, -0.32165409413470636
1h, 0.5, 0.2, 10, 30, -0.24404879967685467, -0.35224337135831896
1h, 0.5, 0.2, 20, 3, -0.07174138452606715, -0.20856293240928392
1h, 0.5, 0.2, 20, 5, -0.2461873270123801, -0.32823026645442266
1h, 0.5, 0.2, 20, 10, -0.292993941604901, -0.3205748084231842
1h, 0.5, 0.2, 20, 20, -0.3018040046696978, -0.3563360685448054
1h, 0.5, 0.2, 20, 30, -0.3572946374967534, -0.4086966933379905
1h, 0.5, 0.2, 30, 3, -0.2152938951832445, -0.324765309921771
1h, 0.5, 0.2, 30, 5, -0.3042367903573997, -0.38682481356138
1h, 0.5, 0.2, 30, 10, -0.37876524963409663, -0.39534636971363635
1h, 0.5, 0.2, 30, 20, -0.3265012633456993, -0.3870766926731327
1h, 0.5, 0.2, 30, 30, -0.37754272231744024, -0.43466933555514675
1h, 0.8, 0.05, 1, 3, 0.5154536625893136, -0.09403674987069333
1h, 0.8, 0.05, 1, 5, 0.15810964309342723, -0.23360603176700145
1h, 0.8, 0.05, 1, 10, 0.34403524241906935, -0.28355619643720986
1h, 0.8, 0.05, 1, 20, 0.22845912470846108, -0.20026871803323842
1h, 0.8, 0.05, 1, 30, 0.07552189885798732, -0.294570319648922
1h, 0.8, 0.05, 5, 3, 0.15621570365890536, -0.05279408497545102
1h, 0.8, 0.05, 5, 5, 0.05539965848114714, -0.09196558499973417
1h, 0.8, 0.05, 5, 10, 0.041352558193044064, -0.13467505871799312
1h, 0.8, 0.05, 5, 20, 0.05975399013079308, -0.11559873206173488
1h, 0.8, 0.05, 5, 30, 0.031912865714394334, -0.12559483904002766
1h, 0.8, 0.05, 10, 3, 0.10798919848818533, -0.05531261016903222
1h, 0.8, 0.05, 10, 5, 0.001512453899959798, -0.11088248844790127
1h, 0.8, 0.05, 10, 10, -0.051848507779865494, -0.13015881281675057
1h, 0.8, 0.05, 10, 20, -0.043875323409127254, -0.12403854628450339
1h, 0.8, 0.05, 10, 30, -0.09260167705484501, -0.15263232200575305
1h, 0.8, 0.05, 20, 3, 0.0006431457175857247, -0.05984628507966028
1h, 0.8, 0.05, 20, 5, -0.09636162760209688, -0.13557797387018133
1h, 0.8, 0.05, 20, 10, -0.05626525697095475, -0.08784759410348841
1h, 0.8, 0.05, 20, 20, -0.09422877056309686, -0.10940430854831384
1h, 0.8, 0.05, 20, 30, -0.15885656885676236, -0.16313283715781168
1h, 0.8, 0.05, 30, 3, -0.05284977816915071, -0.08938305062592411
1h, 0.8, 0.05, 30, 5, -0.11807160251774962, -0.14165196535936997
1h, 0.8, 0.05, 30, 10, -0.1281312155877874, -0.13946080401730532
1h, 0.8, 0.05, 30, 20, -0.11578342101457151, -0.14788807652539415
1h, 0.8, 0.05, 30, 30, -0.16665669138563133, -0.18657337688873854
1h, 0.8, 0.2, 1, 3, 1.455110566119493, -0.18758511015971735
1h, 0.8, 0.2, 1, 5, 0.5508856274607712, -0.4212282546697178
1h, 0.8, 0.2, 1, 10, 0.8828283044300886, -0.5076719850981187
1h, 0.8, 0.2, 1, 20, 0.6109481581419782, -0.4271089054472883
1h, 0.8, 0.2, 1, 30, 0.4922415410304182, -0.5023847691235181
1h, 0.8, 0.2, 5, 3, 0.4976992279453043, -0.1121122971913775
1h, 0.8, 0.2, 5, 5, 0.2223992581509262, -0.1927749038124693
1h, 0.8, 0.2, 5, 10, 0.21626984891681422, -0.22923714714507681
1h, 0.8, 0.2, 5, 20, 0.2354352785885736, -0.18637982935716446
1h, 0.8, 0.2, 5, 30, 0.11554775081093394, -0.20185122828946067
1h, 0.8, 0.2, 10, 3, 0.21601795681427172, -0.11609645372207444
1h, 0.8, 0.2, 10, 5, -0.011238617629151793, -0.23078064422352618
1h, 0.8, 0.2, 10, 10, -0.08145291287756673, -0.23249216015919882
1h, 0.8, 0.2, 10, 20, -0.0688351381573914, -0.2292414903630986
1h, 0.8, 0.2, 10, 30, -0.18067363823624327, -0.25044938621218826
